N,P,K,temperature,humidity,ph,rainfall,label
6,18,37,33.504,89.93701023,5.937649578,108.0458926,pomegranate
8,26,36,34.257,87.4024767,6.804781106,102.5184759,pomegranate
37,18,39,34.234,94.5110662,6.424670614,110.2316633,pomegranate
0,27,38,37.763,89.90147027,6.738016221,109.3905998,pomegranate
31,25,38,34.269,92.40501423,6.497366677,109.4169192,pomegranate
21,21,38,35.785,89.3259486,6.327673765,104.8955643,pomegranate
6,30,40,33.687,91.45498527,6.36137446,106.9659201,pomegranate
25,27,41,33.336,94.27659596,6.923509371,108.0423555,pomegranate
15,11,38,35.045,92.68328358,6.630646083,109.3930157,pomegranate
14,5,36,35.55,85.19098079,5.832525853,104.7693804,pomegranate
16,10,41,35.625,85.63608688,6.738993954,105.7595811,pomegranate
36,7,37,37.714,86.35590206,5.782435567,108.3168858,pomegranate
4,20,41,33.799,93.7974061,6.537042717,104.5375109,pomegranate
29,22,40,32.682,89.73266695,6.145104401,107.6836871,pomegranate
16,15,42,33.91,89.08935702,6.890784045,108.5468633,pomegranate
18,27,41,36.939,92.30882391,7.175344328,104.8216333,pomegranate
11,18,42,32.329,94.88267728,5.938528744,102.8593382,pomegranate
5,15,38,33.469,88.16779129,5.709380472,108.0756727,pomegranate
18,23,44,36.614,89.61794165,6.184400085,105.6499907,pomegranate
9,8,40,33.567,89.9224883,6.553509673,111.6631582,pomegranate
40,27,45,37.007,94.79397419,5.885638185,112.4349689,pomegranate
22,23,44,36.657,89.31505137,6.143874691,107.3416913,pomegranate
9,16,39,34.86,91.11927248,6.101198974,105.1834976,pomegranate
12,29,40,32.984,89.75272999,6.594037135,111.2818551,pomegranate
0,17,42,32.253,91.19442671,6.859840821,109.0946323,pomegranate
2,21,44,35.282,87.31290342,6.56893406,102.8013275,pomegranate
28,6,40,35.108,91.34039616,6.769855664,106.8704803,pomegranate
8,23,44,35.055,89.68919664,7.130837931,108.4758509,pomegranate
29,16,36,34.641,88.92944254,5.740338002,102.860084,pomegranate
17,18,43,35.362,90.83687246,5.843005428,103.1969341,pomegranate
34,21,42,36.008,89.93457597,6.648687274,111.0196744,pomegranate
21,23,42,37.258,90.29751796,6.902751061,104.3739878,pomegranate
25,17,40,37.326,87.74938524,6.608023872,111.2800516,pomegranate
8,25,36,36.285,94.95031368,6.828522375,104.0277061,pomegranate
26,18,42,36.301,89.64934166,6.910374919,108.2287276,pomegranate
4,19,42,32.346,87.84034604,6.306605528,111.2232716,pomegranate
36,24,41,36.618,94.25702672,7.009180374,103.8799347,pomegranate
5,24,40,36.583,93.87030088,6.297907579,104.6735454,pomegranate
19,17,39,34.961,85.56083187,6.728599215,111.2787584,pomegranate
39,30,38,34.386,87.59629625,6.965156738,108.065579,pomegranate
5,29,44,33.401,93.0569505,5.578095745,104.7847006,pomegranate
4,24,43,33.031,88.1508343,7.199504273,109.8695196,pomegranate
38,21,35,32.665,89.38003827,5.841367187,110.9653137,pomegranate
37,11,36,35.376,85.56033312,6.710143266,106.9216033,pomegranate
9,25,41,35.318,91.90842992,5.972714857,109.2853418,pomegranate
29,22,43,35.023,87.95158129,5.561851831,106.0380805,pomegranate
5,21,38,34.946,90.3396556,6.107054808,112.459697,pomegranate
22,26,38,33.415,85.12912161,6.988035315,110.2437841,pomegranate
4,18,37,35.773,85.40695044,7.13147457,106.2817706,pomegranate
21,6,41,35.22,89.39686219,7.086947687,107.1951707,pomegranate
29,21,45,33.282,93.13277,6.749260456,105.2240743,pomegranate
23,5,44,36.203,94.26304717,7.16300467,107.5660804,pomegranate
13,7,43,34.622,91.12282162,7.013481515,109.6623974,pomegranate
5,13,37,35.914,89.7870345,5.648243649,103.3183074,pomegranate
27,24,41,35.01,90.88292835,6.610251186,110.4606459,pomegranate
7,23,35,36.554,88.71691157,7.054313823,102.5538035,pomegranate
12,20,39,33.939,86.19740917,6.026999326,111.0217929,pomegranate
4,19,43,37.166,93.14554876,5.779427402,106.3602023,pomegranate
3,9,45,36.646,89.61850203,6.535244251,104.617522,pomegranate
1,27,36,33.392,93.34236582,5.684995235,104.991282,pomegranate
23,30,44,32.636,85.42912869,6.12476108,103.0295938,pomegranate
24,21,42,36.014,87.22815682,6.999014379,109.4429934,pomegranate
13,30,37,33.512,91.61793636,6.277148771,106.8685636,pomegranate
40,11,44,36.614,86.10874614,6.322396027,111.3779693,pomegranate
21,9,40,34.497,90.64498715,5.956401828,105.6209954,pomegranate
3,27,44,35.311,92.03009222,6.591302797,110.9633894,pomegranate
40,29,42,37.774,89.01574455,7.104094929,110.6956184,pomegranate
14,25,40,34.977,90.97819712,6.407872061,103.7084055,pomegranate
38,14,37,36.536,94.63612858,6.658402594,102.6488846,pomegranate
34,9,36,34.256,86.34233767,6.276038961,110.4432293,pomegranate
32,14,37,34.812,88.48567856,6.825256236,104.6843243,pomegranate
18,21,35,34.272,94.94330457,6.368560522,111.1382096,pomegranate
8,23,38,36.37,87.1775172,7.005410734,105.4766591,pomegranate
15,6,41,35.051,88.83768149,6.897368477,108.6793978,pomegranate
0,5,36,35.342,90.88612388,6.152906502,105.529185,pomegranate
22,9,44,35.698,88.87651295,5.744361602,112.1926517,pomegranate
14,8,43,33.986,94.46485312,7.051654924,111.7162016,pomegranate
31,11,45,32.552,86.88738076,6.034612928,107.6435771,pomegranate
39,17,45,37.238,90.42177379,6.924490731,104.88189,pomegranate
10,5,42,36.473,91.08706822,6.887005997,109.2537734,pomegranate
8,28,38,35.286,94.42971362,6.8444019,105.6917856,pomegranate
32,13,42,35.222,92.97527546,5.786058032,106.61905,pomegranate
18,9,40,32.738,89.02127045,5.627186257,106.1606833,pomegranate
20,27,41,34.545,92.51675903,5.700088663,110.5764023,pomegranate
39,25,36,36.984,94.99897537,5.567805185,107.6103211,pomegranate
20,7,45,36.901,89.24126808,6.077886012,112.4750941,pomegranate
11,10,45,33.876,88.45577158,6.397995609,109.0357597,pomegranate
40,18,43,36.214,86.79058496,5.767372539,109.9130984,pomegranate
3,26,39,32.576,91.19431555,7.079973241,103.6012114,pomegranate
9,16,36,34.155,92.93386903,5.893332378,106.977723,pomegranate
30,20,38,36.704,93.16343942,7.058222596,110.0932899,pomegranate
40,9,41,37.384,85.4017118,5.78270695,106.128338,pomegranate
40,30,35,36.799,91.07776977,6.269663963,104.4407083,pomegranate
32,25,35,37.303,85.70786282,5.892913826,107.0050976,pomegranate
33,23,45,36.186,85.83618191,7.116538883,112.337046,pomegranate
4,14,41,35.558,89.80732335,6.430163481,102.8186358,pomegranate
13,17,45,33.633,92.65058936,7.159520979,106.2784673,pomegranate
39,24,39,36.693,93.32657504,6.431265737,109.8076178,pomegranate
8,28,37,35.331,86.20613842,6.082571701,108.3121789,pomegranate
91,94,46,30.106,76.24900101,6.149934034,155.8362,banana
105,95,50,23.307,83.67675197,5.849076099,122.8611,banana
108,92,53,20.581,82.96221306,6.276800323,181.4267,banana
86,76,54,29.047,80.11585705,5.926824754,144.4849,banana
80,77,49,28.144,79.39654531,5.519088423,162.4176,banana
93,94,53,23.771,84.42379269,6.079178788,103.8416,banana
90,92,55,22.155,80.18546798,6.13465588,182.7142,banana
108,89,53,31.946,78.06762846,5.808497604,141.2529,banana
108,88,55,31.401,83.390039,5.891458107,116.9146,banana
105,77,52,35.409,76.16151562,5.816622479,102.7462,banana
118,88,52,29.187,82.68752542,5.843163161,130.6696,banana
101,87,54,29.843,76.50045221,6.376756633,159.4366,banana
95,75,50,28.264,75.26429821,5.623615687,104.8331,banana
106,85,53,22.076,78.8086068,5.91505509,168.9278,banana
86,95,49,21.543,78.04602887,6.458714879,109.6762,banana
83,79,55,28.523,83.34688193,5.565028635,150.6709,banana
85,95,47,22.836,78.3422098,6.211833161,184.2151,banana
109,79,45,30.946,79.68542782,6.490074429,102.8048,banana
100,76,45,28.998,75.94067692,5.590236025,130.4223,banana
117,86,48,27.655,82.54195839,6.225225239,173.7463,banana
114,94,53,28.103,76.8532006,6.190757459,145.6573,banana
110,78,50,36.427,78.89864446,5.915568968,107.8703,banana
94,70,48,25.038,84.88394407,6.195152442,116.2004,banana
80,71,47,20.147,80.79783998,6.156373499,142.2619,banana
114,79,51,28.205,82.34429458,6.313197204,135.5102,banana
88,78,45,23.557,79.19588629,6.324270089,150.5178,banana
112,73,48,26.563,77.32017166,5.707488987,111.7289,banana
117,76,47,27.622,77.38229006,6.119216009,124.0239,banana
111,87,48,26.645,81.36028902,5.571401169,139.1352,banana
89,83,47,31.826,77.79586769,5.63127166,197.6328,banana
93,91,47,24.1,83.31110751,6.101241579,149.5859,banana
92,81,52,31.132,81.4654833,6.438137279,153.3139,banana
105,74,45,35.211,81.38204104,6.098369122,128.7864,banana
102,71,48,30.972,79.28693687,5.695267822,194.9543,banana
94,91,51,23.087,76.67484233,5.618094446,149.5824,banana
116,71,47,22.174,82.0638878,6.435785799,197.0248,banana
117,79,49,27.014,82.36208097,6.176644228,135.4631,banana
119,72,55,28.357,83.33983116,6.220643671,131.8738,banana
99,73,53,22.307,81.06003778,5.871702211,142.4645,banana
91,84,52,36.542,78.71024836,6.390741836,192.5768,banana
80,90,47,29.4,79.35898915,6.21084479,165.0705,banana
101,70,48,25.048,75.03193255,6.012696655,119.9368,banana
108,89,53,30.142,80.18080728,5.908770059,149.7055,banana
100,80,52,24.081,77.25629897,6.049801781,150.7898,banana
109,91,53,27.482,83.51014178,6.010095853,177.8022,banana
82,78,46,34.753,84.97323747,5.738678895,132.8265,banana
106,70,55,26.605,78.52399914,5.74055541,142.4623,banana
90,86,52,34.904,81.95580471,5.793260262,152.8342,banana
83,95,50,23.79,77.79913575,5.50947065,186.1381,banana
119,90,48,20.46,79.59242542,5.986442306,149.4849,banana
107,72,45,24.278,81.54448882,5.790768046,120.5218,banana
116,81,55,20.414,83.6995044,5.915546415,182.9564,banana
101,75,50,36.401,81.40740301,6.242528278,102.3645,banana
93,81,50,24.107,76.57853189,6.036079266,135.2055,banana
95,75,45,30.57,82.95958244,5.829898502,163.5285,banana
107,71,55,26.632,83.96754496,6.088064451,191.3461,banana
83,94,47,28.227,81.10523402,6.469370954,157.1143,banana
102,73,54,23.321,84.41007614,5.720726906,149.6805,banana
86,79,45,34.702,82.69285419,5.80766417,126.6825,banana
117,86,53,31.639,83.55829874,5.703381728,108.5201,banana
111,79,53,23.071,75.77363772,6.165001278,153.9983,banana
95,74,50,23.188,80.47152737,6.002481605,124.9309,banana
91,75,55,25.08,76.11239849,6.212369363,165.2834,banana
93,83,46,27.117,83.50423735,5.765308943,116.9894,banana
92,85,51,32.706,81.08183635,5.740764682,191.8494,banana
104,80,54,22.481,81.33506906,5.879119455,135.4072,banana
103,72,51,20.444,81.81365007,6.099478745,106.2331,banana
92,75,45,35.181,77.95192527,5.674403359,121.8222,banana
93,85,49,23.476,79.28625709,5.694243847,152.5651,banana
120,87,52,35.963,76.05522115,5.905494703,111.3179,banana
108,72,46,29.462,84.97849241,6.110844721,118.6577,banana
105,88,54,27.563,84.51194224,6.020445317,124.2517,banana
98,79,50,28.343,84.47321314,6.435917308,184.4417,banana
111,88,55,32.381,78.34971537,5.505393833,136.3571,banana
97,74,45,36.428,78.51833782,5.677719902,117.6033,banana
95,82,48,26.391,83.31172003,5.719014989,194.1943,banana
89,91,55,34.657,80.261731,6.275572298,146.1632,banana
89,85,55,22.22,76.48541655,6.275384607,128.1629,banana
118,88,51,29.937,79.49221962,6.201911642,154.0638,banana
101,92,45,28.853,80.6430384,5.758054257,183.1284,banana
99,92,47,24.122,77.48247073,6.323933647,121.8104,banana
82,77,46,25.561,82.1888998,5.901100841,178.0992,banana
90,86,55,28.18,84.15403614,5.644486582,157.3698,banana
95,88,52,28.906,78.90085998,6.235461772,191.4652,banana
104,73,46,35.317,80.1190228,6.28236237,159.2828,banana
102,73,52,23.425,83.36307683,6.356090905,150.3029,banana
100,74,52,25.677,81.53977797,5.837258235,175.2058,banana
94,89,48,22.007,84.51602322,5.653437902,172.4433,banana
99,70,46,30.29,82.99556744,5.727469947,175.9428,banana
112,87,48,23.228,77.3970629,6.200111068,139.8709,banana
117,82,45,35.904,79.29122198,5.614471478,139.7472,banana
96,86,51,35.437,76.98740841,6.257369799,116.3563,banana
113,85,45,24.325,76.63713353,6.037430836,191.1188,banana
105,93,46,23.646,78.76260938,5.760457558,107.1729,banana
85,89,51,27.765,84.70189923,6.158164422,174.4432,banana
108,94,47,20.869,84.54625006,6.387431383,115.9456,banana
92,81,52,23.464,76.52808057,5.891413895,149.7345,banana
110,71,54,32.479,82.20793613,5.725418961,108.0265,banana
82,75,55,20.356,78.4873835,6.281069505,144.9096,banana
117,81,53,36.183,78.20585613,5.507641778,127.2284,banana
2,40,27,29.73770045,47.54885174,5.954626604,90.09586854,mango
39,24,31,33.55695561,53.72979826,4.757114897,98.67527561,mango
21,26,27,27.00315545,47.67525434,5.699586972,95.85118326,mango
25,22,25,33.56150184,45.53556603,5.977413803,95.70525913,mango
0,21,32,35.89855625,54.25964196,6.430139436,92.19721736,mango
20,19,35,34.17719782,50.62161586,6.113935087,98.00687989,mango
19,21,34,30.01592643,53.19212381,5.074272692,97.72843182,mango
18,17,31,31.74592134,45.16127859,5.667507706,93.75441586,mango
11,36,33,35.99009679,52.22780489,5.978634285,95.3713484,mango
30,28,30,31.86641378,52.19331595,5.064613314,98.46768642,mango
18,19,27,27.75518664,52.34605806,4.772385986,94.11213345,mango
23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,mango
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,mango
11,27,30,27.69637763,48.5622488,6.39474303,89.85646496,mango
12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,mango
3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,mango
37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,mango
26,37,30,35.39986338,49.45962621,6.166173834,97.41054011,mango
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,mango
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,mango
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,mango
36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,mango
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,mango
28,37,28,32.13409675,50.52559148,6.097869767,98.63333684,mango
38,15,30,28.91862016,48.13974548,5.075504537,97.01331604,mango
12,37,30,31.09779147,47.41196659,4.546466109,90.28624348,mango
38,19,31,34.73823882,49.08864345,5.855119268,90.65022183,mango
8,33,29,29.98080499,49.48613279,6.442393461,91.82271568,mango
15,27,28,33.80398664,46.12866113,4.507523551,90.82549241,mango
34,16,25,30.07202564,50.96040505,6.10729559,92.09609766,mango
11,36,31,27.92063282,51.77965917,6.47544932,100.2585673,mango
33,29,34,31.40948821,49.21729127,6.832979509,92.99739415,mango
12,31,26,35.7877738,51.94190321,5.395275719,100.2160615,mango
12,34,28,33.36140093,45.02236377,6.13526938,98.81596545,mango
5,16,31,35.96054636,48.69677802,4.555688532,98.00644238,mango
1,30,29,28.33333307,51.39586505,6.434197756,91.67241761,mango
16,35,31,32.27652024,50.19368841,5.316875978,95.99487068,mango
35,18,26,31.99490489,50.84881347,5.279388967,97.38741498,mango
4,40,26,27.58258929,48.56916221,6.720041791,95.8445641,mango
9,29,34,29.38471637,45.88744691,5.72742254,100.8124659,mango
2,38,33,32.38697531,53.2328243,4.691396195,90.21633216,mango
26,32,32,30.91471455,49.92963856,6.810186079,90.14047759,mango
34,38,31,35.37775595,45.58110023,6.454045329,97.41586402,mango
5,32,33,32.32362177,52.5896771,5.842763773,93.36718816,mango
31,29,26,28.22373428,47.40519056,5.024124684,97.76832322,mango
34,34,35,27.27433181,47.16808054,6.422710539,95.257992,mango
36,19,32,27.10710832,50.70880979,4.94295037,92.37238878,mango
7,17,26,34.89226666,48.75613373,6.414526606,91.63074547,mango
38,15,27,33.7462686,48.50387598,6.777788126,92.26439205,mango
5,19,25,27.3511056,54.43945147,6.441328044,96.27792547,mango
37,36,26,32.89300162,52.61323969,4.650536197,94.49161372,mango
21,31,32,35.38598705,51.42664176,5.254532213,90.29643888,mango
37,36,27,27.5529736,47.90859131,5.910634533,90.40332704,mango
23,23,30,32.82141065,47.45553843,4.755273631,90.89173106,mango
36,26,26,30.17294105,51.0845903,6.814630246,95.23444287,mango
24,33,35,29.26382931,54.82257868,5.342866119,100.7586226,mango
26,18,30,32.06097197,51.08494181,6.336234624,96.59816497,mango
22,17,26,28.69818144,47.71875722,4.754435025,99.642454,mango
11,34,32,29.14305008,49.40983294,6.831706773,97.55155537,mango
29,35,28,28.3471611,53.53903102,6.967417766,90.40260445,mango
22,28,26,27.67256197,45.41692012,4.947683034,92.84991507,mango
23,24,32,28.1218093,46.16888595,5.630619901,93.30247448,mango
1,35,34,30.79375683,46.69536813,6.27339822,92.21318555,mango
2,24,34,28.89409382,54.80750249,6.472774648,94.76322976,mango
39,37,25,33.33024826,45.61143594,6.953246506,98.28583013,mango
15,36,27,27.78912455,53.96886679,5.643710216,91.01152997,mango
3,18,31,31.65333432,48.20662669,6.392313973,91.09745581,mango
8,38,32,29.75150773,46.73723302,4.981816523,91.405983,mango
33,31,34,31.32995611,50.22287593,5.421265283,89.78216168,mango
14,29,32,35.63627319,48.97047762,6.942520105,97.51952041,mango
18,20,26,31.66524687,51.98594645,5.435840509,89.98024312,mango
9,21,32,32.26935342,53.56092806,5.870116071,95.94035356,mango
20,30,27,27.81005614,51.59445462,4.74910393,95.89898581,mango
9,38,25,34.58561471,50.34035336,5.497946899,100.3060719,mango
26,24,34,31.27180992,52.23810152,6.811291098,89.74409017,mango
31,36,29,33.93679864,52.72170281,6.460542749,97.4611918,mango
14,18,35,31.09154239,47.02058367,4.791146778,91.46664318,mango
40,16,35,31.89356292,49.02450149,6.4841522,89.59371481,mango
28,27,34,32.45465292,50.69693751,6.526654345,95.04871605,mango
0,17,30,35.47478322,47.97230503,6.279133738,97.79072474,mango
1,29,29,27.32961444,49.30347234,6.052026047,93.53197359,mango
2,36,31,30.90225239,49.95955487,5.73171945,91.77522598,mango
12,27,26,29.09382275,45.5661059,5.32307197,96.23520043,mango
7,28,35,30.02086169,46.78393776,4.66910839,96.63721027,mango
0,36,26,34.13072188,51.25786185,5.101206389,96.38808001,mango
26,35,31,33.44619894,53.05980465,5.339556562,98.05089394,mango
27,21,30,35.3915464,52.48823147,5.061081874,91.22881052,mango
22,38,31,31.53356352,53.06009323,5.821106036,98.57025046,mango
22,18,31,30.7645515,47.93791463,5.956027059,90.38503469,mango
28,23,28,30.01821337,50.0983181,5.676032581,96.08745082,mango
7,31,27,31.32863689,47.59319575,6.524114355,94.67344737,mango
29,34,26,33.88004781,54.39416048,6.273953676,89.29147581,mango
8,37,33,28.07802689,54.9640534,6.128167757,97.45373619,mango
39,16,27,35.53845018,52.94641947,4.934964765,91.54560427,mango
40,24,25,28.70595247,50.44030129,5.445008416,95.8946444,mango
19,38,26,31.48451729,48.77926304,4.525722333,93.17221967,mango
21,21,30,27.69819273,51.41593238,5.403908328,100.7720705,mango
22,18,33,30.41235793,52.48100602,6.621623545,93.92375879,mango
31,20,30,32.17752026,54.01352682,6.207495815,91.88766069,mango
18,26,31,32.6112614,47.74916499,5.418475257,91.10190759,mango
131,53,160,14.694,75.947,6.112305667,116.8303,carrot
115,54,140,14.071,70.158,6.092241627,101.4662,carrot
92,55,155,14.399,73.482,5.896343436,142.6441,carrot
133,59,140,22.41,79.289,6.15526103,138.1429,carrot
112,66,146,19.161,73.946,5.732453638,123.6774,carrot
127,62,168,22.886,75.473,6.253034534,118.4975,carrot
101,55,177,18.171,71.821,6.806190557,132.2881,carrot
106,47,147,24.508,75.156,5.647202395,121.4259,carrot
113,53,143,12.117,70.375,6.130310493,107.6435,carrot
127,52,141,13.293,72.857,6.499604931,127.7811,carrot
134,57,149,21.352,78.479,5.554831977,112.0565,carrot
129,61,142,18.975,78.411,5.800242694,138.0559,carrot
102,51,146,14.692,73.332,5.570290539,112.6382,carrot
102,53,177,20.327,77.88,6.27564088,110.0875,carrot
123,56,167,16.893,74.344,5.536645599,111.7659,carrot
100,60,143,16.923,76.197,6.908196881,110.9339,carrot
120,62,138,15.521,76.408,5.870600622,119.2871,carrot
127,57,144,13.968,78.524,6.334771461,127.0177,carrot
132,65,157,18.32,74.956,5.856575335,101.1393,carrot
131,50,151,22.116,72.643,5.898944282,140.1919,carrot
94,55,151,24.137,73.514,5.775600435,104.4267,carrot
122,58,140,24.516,75.306,5.931101816,121.0687,carrot
126,65,141,23.636,74.585,6.2286454,123.6967,carrot
104,64,163,18.346,70.595,5.594240603,136.1336,carrot
112,54,146,20.94,72.303,5.569230319,141.9157,carrot
119,57,173,20.869,76.452,5.93202852,115.7837,carrot
95,52,149,20.019,76.265,6.423216506,135.5787,carrot
97,59,173,19.036,71.754,6.417500829,135.1097,carrot
101,59,150,19.449,71.064,6.234904253,125.2387,carrot
94,52,142,21.006,78.541,6.000573725,103.0407,carrot
116,53,164,23.622,75.161,5.685102769,125.3074,carrot
111,60,160,16.076,74.471,5.662140095,101.0134,carrot
131,64,140,19.853,75.938,6.358186848,119.0447,carrot
121,47,172,18.416,74.307,6.119495295,144.5995,carrot
134,55,140,23.751,78.706,6.807600783,126.5575,carrot
120,51,142,14.198,73.141,6.48754639,120.5865,carrot
129,60,140,14.832,75.223,5.81717753,133.6907,carrot
97,52,156,16.94,77.755,6.325480034,106.8857,carrot
118,53,140,20.316,77.396,7,146.5737,carrot
97,62,147,18.622,74.235,6.487369687,104.1309,carrot
132,60,163,13.99,78.138,6.116982944,146.9393,carrot
127,57,157,20.465,73.705,5.695792761,116.6943,carrot
132,60,149,23.276,78.908,5.734317007,143.6464,carrot
119,60,146,13.745,78.551,6.929499832,127.9904,carrot
132,50,153,21.964,78.966,6.167013532,101.7357,carrot
111,65,144,18.055,74.669,5.653776058,115.7047,carrot
112,62,140,24.097,72.073,5.840256272,101.3708,carrot
94,53,151,20.202,70.747,5.539980812,119.2269,carrot
112,49,174,21.155,75.799,5.833302165,139.7443,carrot
127,58,151,19.064,73.631,6.399433771,121.7383,carrot
95,66,158,23.715,76.108,6.138958698,102.3383,carrot
131,61,154,19.139,72.127,5.972850838,128.2625,carrot
133,54,174,19.156,77.508,6.456079585,147.1388,carrot
109,47,164,23.351,77.183,6.336426667,113.6144,carrot
120,50,140,18.174,78.811,6.425419926,120.5018,carrot
116,60,147,13.441,72.385,6.294395676,142.6849,carrot
107,47,150,15.819,76.485,6.477768039,117.6468,carrot
127,57,143,19.207,77.648,5.931538447,118.1285,carrot
101,66,149,19.978,75.332,5.980598579,135.4228,carrot
110,50,172,17.126,76.226,6.389783283,130.5511,carrot
123,54,143,24.674,72.008,5.693287415,128.7048,carrot
110,50,163,15.562,71.747,6.00299607,143.4176,carrot
95,52,157,13.114,73.42,6.372959542,136.7978,carrot
110,61,142,20.899,71.204,6.510924849,124.7779,carrot
132,49,151,17.424,78.013,5.69945282,106.0148,carrot
127,57,141,21.277,72.921,6.778594403,141.3654,carrot
119,57,149,24.394,78.855,6.315586313,101.0468,carrot
107,65,153,22.343,74.005,5.971813006,104.2709,carrot
132,50,145,14.337,71.935,5.891195653,137.5293,carrot
120,52,156,22.755,74.682,6.129812716,142.8706,carrot
132,61,144,20.147,73.64,6.313085601,118.3866,carrot
132,49,147,20.402,78.089,6.053662544,109.7126,carrot
101,50,177,23.281,70.446,5.804799142,119.2266,carrot
114,57,178,18.118,77.51,6.400719746,137.6881,carrot
114,47,149,15.733,75.154,6.953966361,121.6428,carrot
114,65,154,17.568,71.975,5.609255992,107.1299,carrot
119,46,164,23.357,77.643,7,147.9943,carrot
127,60,145,16.649,72.461,5.682395429,126.1673,carrot
133,66,172,22.903,75.276,5.863996687,107.1228,carrot
101,50,163,16.389,77.529,6.444373116,112.4219,carrot
121,54,145,16.969,78.8,5.550832178,117.7278,carrot
114,57,138,22.102,70.957,6.107741788,106.2921,carrot
114,50,142,20.825,73.343,5.620745638,144.8458,carrot
114,56,146,15.4,70.825,6.349875906,115.5829,carrot
106,61,150,14.978,76.271,6.484323189,130.7588,carrot
127,64,139,17.854,74.404,5.838748311,105.3142,carrot
123,47,145,22.925,71.035,6.69099842,105.9613,carrot
120,47,145,19.35,70.471,5.638328481,113.4059,carrot
118,56,139,22.797,70.361,6.815555956,117.5544,carrot
114,65,139,23.427,70.038,6.323722572,105.6934,carrot
100,49,139,17.369,73.651,5.757009965,141.0975,carrot
99,59,168,13.566,76.855,6.158689406,125.1669,carrot
97,60,154,18.296,78.598,5.733539807,144.1735,carrot
94,66,147,23.184,72.792,5.908724337,143.8194,carrot
120,46,167,13.399,75.697,6.361141107,117.5655,carrot
91,62,141,21.171,77.304,5.96537863,102.2615,carrot
135,65,146,15.255,78.531,6.476757723,110.1654,carrot
99,49,164,20.988,73.879,6.924542938,110.7684,carrot
122,64,137,13.759,71.165,6.209928251,122.1174,carrot
133,62,156,13.752,78.294,6.841138354,110.2098,carrot
119,13,51,26.658,80.92254421,6.283818329,53.65742581,watermelon
119,10,55,30.266,83.44621709,6.818261383,46.87420883,watermelon
105,20,50,32.121,81.77527562,6.37620108,57.04147057,watermelon
114,8,50,28.315,88.30866319,6.581587932,57.95826144,watermelon
93,22,52,30.279,81.32563243,6.932739726,41.87540028,watermelon
80,26,55,25.934,88.989272,6.140099215,49.11618732,watermelon
85,27,45,33.184,88.7285657,6.467095849,57.79652846,watermelon
85,22,53,33.171,89.77076659,6.849471704,59.46338556,watermelon
82,22,45,29.607,85.34866045,6.512196212,54.60159289,watermelon
118,13,54,34.237,89.81574032,6.039584629,44.07843475,watermelon
83,25,53,26.121,80.04678201,6.057697106,57.72799157,watermelon
86,15,47,26.17,84.18406764,6.423898762,53.78929956,watermelon
101,10,47,28.309,83.31883376,6.936997681,57.57343233,watermelon
119,9,50,27.163,83.9195902,6.251286661,40.794305,watermelon
104,17,46,26.701,80.22972777,6.190015912,43.08961827,watermelon
95,12,51,26.044,84.1726996,6.681606702,44.22066914,watermelon
102,14,52,26.523,89.64815231,6.51075991,57.74091817,watermelon
109,21,55,29.001,89.73524177,6.770278088,57.44942094,watermelon
81,18,50,29.174,88.22874955,6.429788073,58.79889057,watermelon
103,17,51,33.453,80.02621335,6.209888345,44.20656987,watermelon
105,14,50,29.57,87.6883982,6.419052193,59.65590798,watermelon
97,8,52,25.684,86.97190046,6.237861736,49.48575692,watermelon
120,19,49,28.077,84.26830701,6.762471629,56.45229202,watermelon
95,16,55,27.189,87.55055105,6.612847999,40.12650421,watermelon
83,29,52,25.405,87.5931128,6.704688865,46.05122728,watermelon
83,9,45,25.271,89.13163965,6.049609892,46.85176955,watermelon
91,21,50,28.205,81.44030363,6.762030215,48.32113628,watermelon
116,5,54,29.784,80.99313508,6.65398725,57.23028471,watermelon
112,28,54,25.476,85.05318563,6.738030547,55.29563514,watermelon
88,29,51,25.719,88.94568335,6.095689937,48.45978627,watermelon
118,15,45,29.454,84.20576992,6.538006356,48.01138482,watermelon
92,21,48,27.293,82.043255,6.377427122,54.82963379,watermelon
106,14,45,31.498,84.16390229,6.417011754,57.26773002,watermelon
99,5,47,26.523,84.84494575,6.649086972,51.19470197,watermelon
98,8,51,31.856,86.52258079,6.25933595,49.43050977,watermelon
108,22,46,26.492,86.7295205,6.121168559,53.33484977,watermelon
119,7,55,33.091,84.6378378,6.031424482,44.3993381,watermelon
117,27,48,30.37,82.39053979,6.835268184,54.30660782,watermelon
109,10,53,30.51,87.8274604,6.551750306,46.06193778,watermelon
80,16,46,28.313,81.40297428,6.940236218,48.47833278,watermelon
100,18,52,29.507,80.38266489,6.87606733,56.47941847,watermelon
91,7,53,31.184,89.28272716,6.457216535,43.52897517,watermelon
86,6,53,34.096,83.47202566,6.921847888,42.10681516,watermelon
